,Unnamed: 0.1,Unnamed: 0,gold_label,sentence1,sentence2,SET,relaciones,faltantes,CLASS2
66,560809,550967,entailment,The man is trying to make a pottery that he can market soon.,A man is making pottery.,TEST,"[('man,NOUN', 'man,NOUN', 1.0), ('make,VERB', 'make,H', 1.0), ('pottery,NOUN', 'pottery,NOUN', 1.0)]",[],entailment
67,567006,557170,entailment,A man with a beard sitting in front of the tour bus.,A guy is riding the bus.,TEST,"[('bus,NOUN', 'bus,NOUN', 1.0), ('man,NOUN', 'guy,NOUN', 0.9473684210526315, 0.5, 2.9444389791664407, 1), ('sitting,VERB', 'riding,VERB', 1.0, 1.0, 3.258096538021482, 0)]",[],entailment
68,567801,557965,neutral,"A blond woman with a tattoo of on an angel on her arm walking down the street, a concrete wall in the background.",A person with a great tatto,TEST,"[('woman,NOUN', 'person,H', 1.0), ('angel,NOUN', 'person,H', 1.0), ('blond,ADJ', 'great,ADJ', 0.5, 0.3333333333333333, 0, None)]","['tatto,NOUN']",contradiction
69,564585,554749,contradiction,"A man, with a full face mask, sits on a sidewalk playing the guitar.",A woman is wearing a mask,TEST,"[('mask,NOUN', 'wear,H', 1.0), ('mask,NOUN', 'mask,NOUN', 1.0), ('man,NOUN', 'woman,NOUN', 0.7058823529411765, 0.25, 2.2512917986064953, 3)]",[],entailment
70,559660,549818,entailment,"A group of four children pose on a muddy beach, smiling and making faces.",Four kids pose on a beach.,TEST,"[('children,NOUN', 'kid,H', 1.0), ('pose,VERB', 'pose,VERB', 1.0), ('beach,NOUN', 'beach,NOUN', 1.0)]",[],entailment
71,566563,556727,contradiction,"A bearded man, using a wooden pole, stirs bowl-like objects around in a large metal box filled with water.",A woman is putting on mascara.,TEST,"[('man,NOUN', 'woman,NOUN', 0.7058823529411765, 0.25, 2.2512917986064953, 3), ('using,VERB', 'putting,VERB', 0.6666666666666666, 0.5, 2.5649493574615367, 1)]",[],neutral
72,560542,550700,contradiction,A guy in glasses is biting into a pink marshmallow chick while somebody else is puckering their lips out wanting a bite.,A man eats a hamburger while his friend asks for a bite.,TEST,"[('guy,NOUN', 'man,H', 1.0), ('bite,NOUN', 'bite,NOUN', 1.0), ('pink,ADJ', 'eats,VERB', 0.4, 0.25, 0, None), ('bite,NOUN', 'hamburger,NOUN', 0.6666666666666666, 0.14285714285714285, 1.6916760106710724, 6), ('somebody,PRON', 'friend,NOUN', 0.8, 0.5, 0, 1), ('wanting,VERB', 'asks,VERB', 0.8571428571428571, 0.3333333333333333, 2.159484249353372, 2)]","['his,PRON']",contradiction
73,563787,553951,contradiction,a male teen is working on a school project.,The boy sitting on top of his dads truck.,TEST,"[('teen,NOUN', 'boy,NOUN', 0.6666666666666666, 0.2, 2.0281482472922856, 4), ('male,ADJ', 'sitting,VERB', 0.5, 0.3333333333333333, 0, None), ('school,NOUN', 'top,NOUN', 0.6666666666666666, 0.16666666666666666, 1.845826690498331, 5), ('teen,NOUN', 'dads,NOUN', 0.5217391304347826, 0.1, 1.3350010667323402, 9), ('school,NOUN', 'truck,NOUN', 0.5555555555555556, 0.1111111111111111, 1.4403615823901665, 8)]","['his,PRON']",contradiction
74,563143,553307,neutral,A young man holding a young woman in his arms as they get splashed by water shooting up from a fountain.,A young couple is very much in love.,TEST,"[('young,ADJ', 'young,ADJ', 1.0), ('water,NOUN', 'couple,NOUN', 0.6666666666666666, 0.25, 2.2512917986064953, 3), ('young,ADJ', 'very,ADV', 0.5, 0.3333333333333333, 0, None), ('young,ADJ', 'much,ADV', 0.5, 0.3333333333333333, 0, None), ('man,NOUN', 'love,NOUN', 0.7058823529411765, 0.25, 2.2512917986064953, 3)]",[],neutral
75,560183,550341,entailment,a man in a red shirt is laying on the grass reaching out to another person.,A man in red is holding out his hand.,TEST,"[('man,NOUN', 'man,NOUN', 1.0), ('laying,VERB', 'holding,VERB', 0.5714285714285714, 0.25, 1.8718021769015913, 3), ('man,NOUN', 'hand,NOUN', 0.6666666666666666, 0.25, 2.2512917986064953, 3)]","['his,PRON']",contradiction
76,561479,551637,entailment,The small boy is running through a grassy area.,A boy is running outside.,TEST,"[('boy,NOUN', 'boy,NOUN', 1.0), ('running,VERB', 'running,VERB', 1.0), ('small,ADJ', 'outside,ADV', 0.5, 0.3333333333333333, 0, None)]",[],entailment
77,562251,552415,entailment,Women in blue dress singing on stage.,A woman is singing on stage.,TEST,"[('woman,NOUN', 'woman,NOUN', 1.0), ('singing,VERB', 'singing,VERB', 1.0), ('stage,NOUN', 'stage,NOUN', 1.0)]",[],entailment
78,562772,552936,entailment,A little boy in a black and red striped shirt walks down a grassy hill.,The boy is walking outside.,TEST,"[('boy,NOUN', 'boy,NOUN', 1.0), ('walks,VERB', 'walk,H', 1.0), ('little,ADJ', 'outside,ADV', 0.5, 0.3333333333333333, 0, None)]",[],entailment
79,566279,556443,contradiction,City street crowded with sports fans wearing orange.,The sports fans are wearing yellow.,TEST,"[('sports,NOUN', 'sports,NOUN', 1.0), ('fans,NOUN', 'fans,NOUN', 1.0), ('wearing,VERB', 'wearing,VERB', 1.0), ('orangeness,NOUN', 'yellow,A', 1.0), ('orange,NOUN', 'yellow,A', 1.0)]",[],entailment
80,568282,558446,neutral,"Stretching high in the air, the player in the black shirt reaches for the football as the other stretches toward him to steal it away.",A wide reciever is trying to make a catch.,TEST,"[('football,NOUN', 'try,A', 1.0), ('football_game,NOUN', 'try,A', 1.0), ('make,VERB', 'make,VERB', 1.0), ('high,ADV', 'wide,ADJ', 0.5, 0.3333333333333333, 0, None), ('football,NOUN', 'catch,NOUN', 0.7368421052631579, 0.16666666666666666, 1.845826690498331, 5)]","['reciever,NOUN']",contradiction
81,565708,555872,entailment,A man has wrecked his racing bike in the dirt with five spectators behind a rope.,A man has damaged something.,TEST,"[('man,NOUN', 'man,NOUN', 1.0), ('looker,NOUN', 'something,A', 1.0), ('witness,NOUN', 'something,A', 1.0), ('watcher,NOUN', 'something,A', 1.0), ('viewer,NOUN', 'something,A', 1.0), ('spectator,NOUN', 'something,A', 1.0), ('five,NUM', 'damaged,VERB', 0.4, 0.25, 0, None)]",[],entailment
82,563741,553905,entailment,Two men and two women in jackets walk down a large city street.,There are people outside.,TEST,"[('city,NOUN', 'There,PRON', 0.6153846153846154, 0.16666666666666666, 0, 5), ('Two,NUM', 'are,VERB', 0.5, 0.3333333333333333, 0, None), ('women,NOUN', 'people,NOUN', 0.8, 0.3333333333333333, 2.538973871058276, 2), ('Two,NUM', 'outside,ADV', 0.5, 0.3333333333333333, 0, None)]",[],neutral
83,568351,558515,entailment,A woman is observing pictures on a camera.,A women observing a camera,TEST,"[('woman,NOUN', 'woman,H', 1.0), ('observing,VERB', 'observing,VERB', 1.0), ('camera,NOUN', 'camera,NOUN', 1.0)]",[],entailment
84,565633,555797,contradiction,Little boy getting soaked playing an outdoor water game.,A girl is playing the piano in her living room.,TEST,"[('playing,VERB', 'playing,VERB', 1.0), ('water,NOUN', 'room,A', 1.0), ('H2O,NOUN', 'room,A', 1.0), ('boy,NOUN', 'girl,NOUN', 0.8333333333333334, 0.2, 2.0281482472922856, 4), ('game,NOUN', 'piano,NOUN', 0.631578947368421, 0.125, 1.55814461804655, 7), ('game,NOUN', 'living,NOUN', 0.625, 0.14285714285714285, 1.6916760106710724, 6)]","['her,PRON']",contradiction
85,568604,558768,entailment,A boy dressed for summer in a green shirt and kahki shorts extends food to a reindeer in a petting zoo.,A boy dressed for summer in a green shirt and kahki shorts,TEST,"[('boy,NOUN', 'boy,NOUN', 1.0), ('dressed,VERB', 'dressed,VERB', 1.0), ('summer,NOUN', 'summer,NOUN', 1.0), ('green,ADJ', 'green,ADJ', 1.0), ('shirt,NOUN', 'shirt,NOUN', 1.0), ('shorts,NOUN', 'shorts,NOUN', 1.0)]",[],entailment
86,562283,552447,entailment,A dog is on the beach near a ball.,A dog is on the beach.,TEST,"[('dog,NOUN', 'dog,NOUN', 1.0), ('beach,NOUN', 'beach,NOUN', 1.0)]",[],entailment
87,560197,550355,entailment,A Skier ski-jumping while two other skiers watch his act.,A skier preparing a trick,TEST,"[('skier,NOUN', 'skier,NOUN', 1.0), ('jumping,VERB', 'preparing,VERB', 0.4, 0.25, 1.8718021769015913, None), ('act,NOUN', 'trick,NOUN', 0.7692307692307693, 0.25, 2.2512917986064953, 3)]",[],neutral
88,568360,558524,contradiction,A mother shading her baby with an umbrella as she and her partner climb the stairs.,Two fathers maneuver their baby strollers into a foyer.,TEST,"[('baby,NOUN', 'baby,NOUN', 1.0), ('mother,NOUN', 'fathers,NOUN', 0.9230769230769231, 0.3333333333333333, 2.538973871058276, 2), ('as,SCONJ', 'maneuver,VERB', 0.4, 0.25, 0, None), ('baby,NOUN', 'strollers,NOUN', 0.6666666666666666, 0.2, 2.0281482472922856, 4), ('stairs,NOUN', 'foyer,NOUN', 0.5882352941176471, 0.125, 1.55814461804655, 7)]","['their,PRON']",contradiction
89,564149,554313,contradiction,A man wearing red sunglasses is carrying two cameras.,The man has blue sunglasses.,TEST,"[('man,NOUN', 'man,NOUN', 1.0), ('carrying,VERB', 'have,H', 1.0), ('wearing,VERB', 'have,H', 1.0), ('sunglasses,NOUN', 'sunglasses,NOUN', 1.0), ('wearing,VERB', 'blue,ADJ', 0.5, 0.3333333333333333, 0, None)]",[],entailment
90,559970,550128,contradiction,A young boy in red leaping into sand at a playground.,A child does a cannonball into a pool.,TEST,"[('boy,NOUN', 'child,NOUN', 0.9090909090909091, 0.3333333333333333, 2.538973871058276, 2), ('young,ADJ', 'does,VERB', 0.5, 0.3333333333333333, 0, None), ('boy,NOUN', 'cannonball,NOUN', 0.4, 0.07692307692307693, 1.072636802264849, 12), ('playground,NOUN', 'pool,NOUN', 0.5714285714285714, 0.14285714285714285, 1.6916760106710724, 6)]",[],neutral
91,560650,550808,neutral,"First Lady Laura Bush at podium, in front of seated audience, at the White House Conference on Global Literacy.",Laura Bush is giving a talk about the importance of literacy to young people.,TEST,"[('podium,NOUN', 'give,A', 1.0), ('rostrum,NOUN', 'give,A', 1.0), ('soapbox,NOUN', 'give,A', 1.0), ('ambo,NOUN', 'give,A', 1.0), ('dais,NOUN', 'give,A', 1.0), ('pulpit,NOUN', 'give,A', 1.0), ('stump,NOUN', 'give,A', 1.0), ('audience,NOUN', 'people,H', 1.0), ('Conference,PROPN', 'talk,NOUN', 0.7142857142857143, 0.2, 0, 4), ('First,PROPN', 'importance,NOUN', 0.7142857142857143, 0.2, 0, 4), ('Literacy,PROPN', 'literacy,NOUN', 1.0, 1.0, 0, 0), ('First,PROPN', 'young,ADJ', 0.5, 0.3333333333333333, 0, None)]",[],entailment
92,563420,553584,entailment,Various men in wetsuits and goggles are standing.,Men are in wetsuits,TEST,"[('men,NOUN', 'man,H', 1.0)]",[],entailment
93,564549,554713,entailment,The baseball players near the pitching mound are celebrating as the batsman walks away.,The batsman is on a different team than the others around the pitching mound.,TEST,"[('batsman,NOUN', 'batsman,NOUN', 1.0), ('pitching,NOUN', 'team,A', 1.0), ('pitch,NOUN', 'other,A', 1.0), ('lurch,NOUN', 'other,A', 1.0), ('pitching,NOUN', 'other,A', 1.0), ('pitching,NOUN', 'pitching,NOUN', 1.0), ('mound,NOUN', 'mound,NOUN', 1.0), ('celebrating,VERB', 'different,ADJ', 0.5, 0.3333333333333333, 0, None)]",[],entailment
94,562777,552941,contradiction,A guy in a yellow shirt performs a balancing act on a taught chain near a canal.,A boy is watching a movie in his living room.,TEST,"[('guy,NOUN', 'boy,NOUN', 0.9, 0.3333333333333333, 2.538973871058276, 2), ('yellow,ADJ', 'watching,VERB', 0.5, 0.3333333333333333, 0, None), ('act,NOUN', 'movie,NOUN', 0.8, 0.25, 2.2512917986064953, 3), ('act,NOUN', 'living,NOUN', 0.5, 0.14285714285714285, 1.6916760106710724, 6), ('canal,NOUN', 'room,NOUN', 0.625, 0.14285714285714285, 1.6916760106710724, 6)]","['his,PRON']",contradiction
95,567068,557232,entailment,"A group of men in blue shirts, banded hats, and red bandannas stand in a group.",a bunch of guys in colorful clothes stand together,TEST,"[('stand,VERB', 'stand,VERB', 1.0), ('radical,NOUN', 'together,A', 1.0), ('chemical_group,NOUN', 'together,A', 1.0), ('band,VERB', 'together,A', 1.0), ('group,NOUN', 'together,A', 1.0), ('group,NOUN', 'bunch,NOUN', 0.75, 0.3333333333333333, 2.538973871058276, 2), ('men,NOUN', 'guys,NOUN', 0.9473684210526315, 0.5, 2.9444389791664407, 1), ('blue,ADJ', 'colorful,ADJ', 0.5, 0.3333333333333333, 0, None), ('shirts,NOUN', 'clothes,NOUN', 0.8421052631578947, 0.25, 2.2512917986064953, 3)]",[],entailment
96,568650,558814,entailment,A woman holding a newborn baby.,woman holds baby,TEST,"[('woman,NOUN', 'woman,NOUN', 1.0), ('holding,VERB', 'hold,S', 1.0), ('baby,NOUN', 'baby,NOUN', 1.0)]",[],entailment
97,559485,549643,contradiction,A skateboarding youth does a trick on a rail.,A man painting a tree.,TEST,"[('young_person,NOUN', 'man,A', 1.0), ('younker,NOUN', 'man,A', 1.0), ('youth,NOUN', 'man,A', 1.0), ('spring_chicken,NOUN', 'man,A', 1.0), ('does,VERB', 'painting,VERB', 0.4, 0.25, 1.8718021769015913, None), ('youth,NOUN', 'tree,NOUN', 0.631578947368421, 0.125, 1.55814461804655, 7)]",[],entailment
98,559755,549913,contradiction,Four children are playing in some water.,The children are doing chores.,TEST,"[('children,NOUN', 'children,NOUN', 1.0), ('Four,NUM', 'doing,VERB', 0.5, 0.3333333333333333, 0, None)]","['chores,NOUN']",contradiction
99,561555,551716,contradiction,Three men dressed in suits and ties clasps their raised hands while standing in front of corporate logos.,One of the men is actually sasquatch.,TEST,"[('men,NOUN', 'men,NOUN', 1.0), ('Three,NUM', 'actually,ADV', 0.5, 0.3333333333333333, 0, None)]","['sasquatch,VERB']",contradiction
